Address,Assembly District (current),BIN (NYC DOB),Building ID,Congressional District (current),County,Floodplain,Housing Company name,HID,Latitude,Longitude,Management Email,Management Name,Management Phone,BBL / Parcel ID,School district name,School district SDL code,State Senate District (current),Status,Total project units,Tract GEOID '20,x,y
"3415 Neptune Ave, Brooklyn, 11224",46,3253907,03415,8,Kings,100-year,Bay Park Two Co.,U066,40.57803023,-74.00321823,,Grenadier Realty Corp.,,3069790200,NYC GEOG DIST #21 - BROOKLYN,332100,23,HFA MOU (shared with HFA),338,36047033000,-8238000.730700001,4950300.255300008
"430 Park Dr Manor Bldg 1, Rome, 13440",119,,00001,22,Oneida,,Park Drive Houses Inc,U081,43.21848206,-75.42212838,,"CRM Rental Management Inc, Rome Office",,,ROME CITY SD,411800,53,HFA MOU (shared with HFA),102,36065022500,-8396153.089299995,5345015.9274
"430 Park Dr Manor Bldg 2, Rome, 13440",119,,00002,22,Oneida,,Park Drive Houses Inc,U081,43.21848206,-75.42212838,,"CRM Rental Management Inc, Rome Office",,,ROME CITY SD,411800,53,HFA MOU (shared with HFA),102,36065022500,-8396186.8563,5344982.246500008
"430 Park Dr Manor Bldg 3, Rome, 13440",119,,00003,22,Oneida,,Park Drive Houses Inc,U081,43.21848206,-75.42212838,,"CRM Rental Management Inc, Rome Office",,,ROME CITY SD,411800,53,HFA MOU (shared with HFA),102,36065022500,-8396217.6778,5344961.489700012
"430 Park Dr Manor Bldg 4, Rome, 13440",119,,00004,22,Oneida,,Park Drive Houses Inc,U081,43.21848206,-75.42212838,,"CRM Rental Management Inc, Rome Office",,,ROME CITY SD,411800,53,HFA MOU (shared with HFA),102,36065022500,-8396264.564199995,5344978.554800004
"430 Park Dr Manor Bldg 5, Rome, 13440",119,,00005,22,Oneida,,Park Drive Houses Inc,U081,43.21848206,-75.42212838,,"CRM Rental Management Inc, Rome Office",,,ROME CITY SD,411800,53,HFA MOU (shared with HFA),102,36065022500,-8396261.2921,5345045.377500005
"430 Park Dr Manor Bldg 6, Rome, 13440",119,,00006,22,Oneida,,Park Drive Houses Inc,U081,43.21848206,-75.42212838,,"CRM Rental Management Inc, Rome Office",,,ROME CITY SD,411800,53,HFA MOU (shared with HFA),102,36065022500,-8396205.409899998,5345078.788200013
"430 Park Dr Manor Bldg 7, Rome, 13440",119,,00007,22,Oneida,,Park Drive Houses Inc,U081,43.21848206,-75.42212838,,"CRM Rental Management Inc, Rome Office",,,ROME CITY SD,411800,53,HFA MOU (shared with HFA),102,36065022500,-8396195.494399998,5345127.043600008
"430 Park Dr Manor Bldg 8, Rome, 13440",119,,00008,22,Oneida,,Park Drive Houses Inc,U081,43.21848206,-75.42212838,,"CRM Rental Management Inc, Rome Office",,,ROME CITY SD,411800,53,HFA MOU (shared with HFA),102,36065022500,-8396225.808400001,5345156.187399998
"430 Park Dr Manor Bldg 9, Rome, 13440",119,,00009,22,Oneida,,Park Drive Houses Inc,U081,43.21848206,-75.42212838,,"CRM Rental Management Inc, Rome Office",,,ROME CITY SD,411800,53,HFA MOU (shared with HFA),102,36065022500,-8396217.163400002,5345208.632500008
"430 Park Dr Manor Bldg 10, Rome, 13440",119,,00010,22,Oneida,,Park Drive Houses Inc,U081,43.21848206,-75.42212838,,"CRM Rental Management Inc, Rome Office",,,ROME CITY SD,411800,53,HFA MOU (shared with HFA),102,36065022500,-8396179.255699996,5345229.425800011
"430 Park Dr Manor Bldg 11, Rome, 13440",119,,00011,22,Oneida,,Park Drive Houses Inc,U081,43.21848206,-75.42212838,,"CRM Rental Management Inc, Rome Office",,,ROME CITY SD,411800,53,HFA MOU (shared with HFA),102,36065022500,-8396136.570699997,5345207.516500011
"430 Park Dr Manor Bldg 12, Rome, 13440",119,,00012,22,Oneida,,Park Drive Houses Inc,U081,43.21848206,-75.42212838,,"CRM Rental Management Inc, Rome Office",,,ROME CITY SD,411800,53,HFA MOU (shared with HFA),102,36065022500,-8396108.986699998,5345164.930100001
"1660 Fulton St, Brooklyn, 11213-1250",56,3325185,01660,8,Kings,,Fulton Park Assoc.- No. 2,U083,40.67937842,-73.93429474,,The Amistad Management Corporation,,3017000017,NYC GEOG DIST #16 - BROOKLYN,331600,20,HFA MOU (shared with HFA),141,36047027100,-8230328.201099997,4965165.672000013
"1670 Fulton St, Brooklyn, 11213-1250",56,3325185,01670,8,Kings,,Fulton Park Assoc.- No. 2,U083,40.67934349,-73.93365125,,The Amistad Management Corporation,,3017000017,NYC GEOG DIST #16 - BROOKLYN,331600,20,HFA MOU (shared with HFA),141,36047027100,-8230256.568099996,4965160.544700012
"1711 Fulton St, Brooklyn, 11233-1853",56,,00001,8,Kings,,Fulton Park Four Assoc.,U084,40.67953987,-73.93033244,ford@bushburg.com,Bushburg Properties Inc.,(767) 491-5596,3016910012,NYC GEOG DIST #16 - BROOKLYN,331600,25,Active,287,36047029700,-8229887.1197,4965189.370999999
"60 E 93 St, Brooklyn, 11209-6605",58,3346863,00001,9,Kings,,Rutland Road Associates,U085,40.6633561,-73.92781967,,The Amistad Management Corporation,,3045950215,NYC GEOG DIST #17 - BROOKLYN,331700,19,HFA MOU (shared with HFA),438,36047088200,-8229607.399199998,4962814.0691
"80 E 93 St, Brooklyn, 11209-6605",58,3346866,00002,9,Kings,,Rutland Road Associates,U085,40.66315093,-73.9280792,,The Amistad Management Corporation,,3045950215,NYC GEOG DIST #17 - BROOKLYN,331700,19,HFA MOU (shared with HFA),438,36047088200,-8229636.289999999,4962783.959800005
"96 E 93 St, Brooklyn, 11209-6605",58,3346868,00003,9,Kings,,Rutland Road Associates,U085,40.66275959,-73.92743359,,The Amistad Management Corporation,,3045950215,NYC GEOG DIST #17 - BROOKLYN,331700,19,HFA MOU (shared with HFA),438,36047088200,-8229564.421,4962726.5298999995
"100 E 93 St, Brooklyn, 11209-6605",58,3346864,00004,9,Kings,,Rutland Road Associates,U085,40.66252779,-73.9273565,,The Amistad Management Corporation,,3045950215,NYC GEOG DIST #17 - BROOKLYN,331700,19,HFA MOU (shared with HFA),438,36047088200,-8229555.839399999,4962692.513000004
"5 E 93 St, Brooklyn, 11209-6605",58,3346863,00005,9,Kings,,Rutland Road Associates,U085,40.66334528,-73.92783611,,The Amistad Management Corporation,,3045950215,NYC GEOG DIST #17 - BROOKLYN,331700,19,HFA MOU (shared with HFA),438,36047088200,-8229609.229299998,4962812.48120001
"424 Cathedral Pkwy, Manhattan, 10025-2408",69,1079467,00001,13,New York,,Cathedral Parkway Corp.,U087,40.80220765,-73.96244985,arooks@cptmgmt.com ,Cathedral Parkway Towers,(212) 749-1100,1018640009,NYC GEOG DIST # 3 - MANHATTAN,310300,30,Active,309,36061019300,-8233462.415399998,4983212.183700003
"125 W 109 St, Manhattan, 10025-2542",69,1079468,00002,13,New York,,Cathedral Parkway Corp.,U087,40.80186009,-73.96282607,arooks@cptmgmt.com ,Cathedral Parkway Towers,(212) 749-1100,1018640009,NYC GEOG DIST # 3 - MANHATTAN,310300,30,Active,309,36061019300,-8233504.296099998,4983161.071900003
"2920 W 21 St, Brooklyn, 11224-2545",46,3189551,60290,8,Kings,100-year,Surf 21 Associates,U089,40.57545093,-73.9880265,,Grenadier Realty Corp.,,3070580013,NYC GEOG DIST #21 - BROOKLYN,332100,23,HFA MOU (shared with HFA),224,36047032600,-8236309.5945,4949922.226400003
"2940 W 21 St, Brooklyn, 11224-2545",46,3189551,60300,8,Kings,100-year,Surf 21 Associates,U089,40.57504095,-73.98802519,,Grenadier Realty Corp.,,3070580013,NYC GEOG DIST #21 - BROOKLYN,332100,23,HFA MOU (shared with HFA),224,36047032600,-8236309.448599996,4949862.139899999
"2730 W 33 St, Brooklyn, 11224-1666",46,3328935,00176,8,Kings,100-year,Ocean Gate Associates,U090,40.57913887,-74.00064681,CDuron@grcrealty.com ,GRC Management,(718) 946-6070,3069630003,NYC GEOG DIST #21 - BROOKLYN,332100,23,Active,542,36047033000,-8237714.4814,4950462.745000012
"2955 W 29 St, Brooklyn, 11224-2046",46,3322028,00190,8,Kings,100-year,Ocean Gate Associates,U090,40.57429366,-73.99487668,CDuron@grcrealty.com ,GRC Management,(718) 946-6070,3070520014,NYC GEOG DIST #21 - BROOKLYN,332100,23,Active,542,36047034200,-8237072.1532000005,4949752.618500002
"2850 W 24 St, Brooklyn, 11224-2354",46,3321629,00180,8,Kings,500-year,Ocean Gate Associates,U090,40.57680358,-73.99157537,CDuron@grcrealty.com ,GRC Management,(718) 946-6070,3070140002,NYC GEOG DIST #21 - BROOKLYN,332100,23,Active,542,36047032600,-8236704.652999997,4950120.472500011
"225 E 149 St, Bronx, 10451-5524",84,2000968,00225,15,Bronx,,Melrose Site D-1 Realty,U092,40.81815922,-73.92474019,,U/A Management Corp.,,2023380003,NYC GEOG DIST # 7 - BRONX,320700,29,HFA MOU (shared with HFA),494,36005006500,-8229264.5940000005,4985558.294
"235 E 149 St, Bronx, 10451-5524",84,2128548,00235,15,Bronx,,Melrose Site D-1 Realty,U092,40.81801055,-73.92400432,,U/A Management Corp.,,2023380003,NYC GEOG DIST # 7 - BRONX,320700,29,HFA MOU (shared with HFA),494,36005006500,-8229182.677299997,4985536.425400011
"245 E 149 St, Bronx, 10451-5524",84,2128549,00245,15,Bronx,,Melrose Site D-1 Realty,U092,40.81787751,-73.92346734,,U/A Management Corp.,,2023380003,NYC GEOG DIST # 7 - BRONX,320700,29,HFA MOU (shared with HFA),494,36005006500,-8229122.901000002,4985516.855999999
"255 E 149 St, Bronx, 10451-5524",84,2128550,00255,15,Bronx,,Melrose Site D-1 Realty,U092,40.81758785,-73.92290128,,U/A Management Corp.,,2023380003,NYC GEOG DIST # 7 - BRONX,320700,29,HFA MOU (shared with HFA),494,36005006500,-8229059.887399996,4985474.248800002
"20 Emmett St, Rochester, 14605",137,,00001,25,Monroe,,St. Simon's Terrace,U102,43.16468077,-77.61149349,,"Landsman Real Estate Services, Inc.",,,ROCHESTER CITY SD,261600,56,HFA MOU (shared with HFA),256,36055009200,-8639672.243999999,5337072.934900001
"30 Emmett St, Rochester, 14605",137,,00002,25,Monroe,,St. Simon's Terrace,U102,43.16510397,-77.61122657,,"Landsman Real Estate Services, Inc.",,,ROCHESTER CITY SD,261600,56,HFA MOU (shared with HFA),256,36055009200,-8639642.530600002,5337137.523900002
"348 St. Paul St, Rochester, 14605",137,,00003,25,Monroe,,St. Simon's Terrace,U102,43.16334151,-77.61108434,,"Landsman Real Estate Services, Inc.",,,ROCHESTER CITY SD,261600,56,HFA MOU (shared with HFA),256,36055009200,-8639626.697599996,5336868.539400011
"35 Ward St, Rochester, 14605",137,,00004,25,Monroe,,St. Simon's Terrace,U102,43.16372574,-77.61163165,,"Landsman Real Estate Services, Inc.",,,ROCHESTER CITY SD,261600,56,HFA MOU (shared with HFA),256,36055009200,-8639687.623900002,5336927.179500006
"352 St. Paul St, Rochester, 14605",137,,00005,25,Monroe,,St. Simon's Terrace,U102,43.16356919,-77.61120256,,"Landsman Real Estate Services, Inc.",,,ROCHESTER CITY SD,261600,56,HFA MOU (shared with HFA),256,36055009200,-8639639.8578,5336903.287200004
"355 N Clinton Ave, Rochester, 14605",137,,00006,25,Monroe,,St. Simon's Terrace,U102,43.16425785,-77.60965815,,"Landsman Real Estate Services, Inc.",,,ROCHESTER CITY SD,261600,56,HFA MOU (shared with HFA),256,36055009200,-8639467.934799999,5337008.389200002
"356 St. Paul St, Rochester, 14605",137,,00007,25,Monroe,,St. Simon's Terrace,U102,43.16332016,-77.6117408,,"Landsman Real Estate Services, Inc.",,,ROCHESTER CITY SD,261600,56,HFA MOU (shared with HFA),256,36055009200,-8639699.7745,5336865.281000011
"360 St. Paul St, Rochester, 14605",137,,00008,25,Monroe,,St. Simon's Terrace,U102,43.16363373,-77.6121369,,"Landsman Real Estate Services, Inc.",,,ROCHESTER CITY SD,261600,56,HFA MOU (shared with HFA),256,36055009200,-8639743.8681,5336913.137100011
"385 N Clinton Ave, Rochester, 14605",137,,00009,25,Monroe,,St. Simon's Terrace,U102,43.16498461,-77.60996668,,"Landsman Real Estate Services, Inc.",,,ROCHESTER CITY SD,261600,56,HFA MOU (shared with HFA),256,36055009200,-8639502.280299997,5337119.307099998
"405 N Clinton Ave, Rochester, 14605",137,,00010,25,Monroe,,St. Simon's Terrace,U102,43.16510207,-77.61009913,,"Landsman Real Estate Services, Inc.",,,ROCHESTER CITY SD,261600,56,HFA MOU (shared with HFA),256,36055009200,-8639517.024499996,5337137.233900011
"415 N Clinton Ave, Rochester, 14605",137,,00011,25,Monroe,,St. Simon's Terrace,U102,43.16500091,-77.61040487,,"Landsman Real Estate Services, Inc.",,,ROCHESTER CITY SD,261600,56,HFA MOU (shared with HFA),256,36055009200,-8639551.059400002,5337121.794799998
"425 N Clinton Ave, Rochester, 14605",137,,00012,25,Monroe,,St. Simon's Terrace,U102,43.16549658,-77.61033914,,"Landsman Real Estate Services, Inc.",,,ROCHESTER CITY SD,261600,56,HFA MOU (shared with HFA),256,36055009200,-8639543.7423,5337197.444600008
"427 N Clinton Ave, Rochester, 14605",137,,00013,25,Monroe,,St. Simon's Terrace,U102,43.16539973,-77.6106472,,"Landsman Real Estate Services, Inc.",,,ROCHESTER CITY SD,261600,56,HFA MOU (shared with HFA),256,36055009200,-8639578.035399998,5337182.663200013
"433 N Clinton Ave, Rochester, 14605-1879",137,,00014,25,Monroe,,St. Simon's Terrace,U102,43.16533733,-77.61080681,,"Landsman Real Estate Services, Inc.",,,ROCHESTER CITY SD,261600,56,HFA MOU (shared with HFA),256,36055009200,-8639595.803099997,5337173.139600001
"45 Marietta St, Rochester, 14605-1746",137,,00015,25,Monroe,,St. Simon's Terrace,U102,43.16367025,-77.61073597,,"Landsman Real Estate Services, Inc.",,,ROCHESTER CITY SD,261600,56,HFA MOU (shared with HFA),256,36055009200,-8639587.917299995,5336918.71070002
"55 Ward St, Rochester, 14605-1746",137,,00016,25,Monroe,,St. Simon's Terrace,U102,43.16374337,-77.61114541,,"Landsman Real Estate Services, Inc.",,,ROCHESTER CITY SD,261600,56,HFA MOU (shared with HFA),256,36055009200,-8639633.495899998,5336929.870100006
"60 Ward St, Rochester, 14605-1746",137,,00017,25,Monroe,,St. Simon's Terrace,U102,43.16461246,-77.61130796,,"Landsman Real Estate Services, Inc.",,,ROCHESTER CITY SD,261600,56,HFA MOU (shared with HFA),256,36055009200,-8639651.590899996,5337062.509500012
"64 Ward St, Rochester, 14605-1842",137,,00018,25,Monroe,,St. Simon's Terrace,U102,43.16464631,-77.61096473,,"Landsman Real Estate Services, Inc.",,,ROCHESTER CITY SD,261600,56,HFA MOU (shared with HFA),256,36055009200,-8639613.3827,5337067.675700001
"65 Ward St, Rochester, 14605-1842",137,,00019,25,Monroe,,St. Simon's Terrace,U102,43.16396315,-77.61088571,,"Landsman Real Estate Services, Inc.",,,ROCHESTER CITY SD,261600,56,HFA MOU (shared with HFA),256,36055009200,-8639604.586199999,5336963.412500009
"68 Ward St, Rochester, 14605-1842",137,,00020,25,Monroe,,St. Simon's Terrace,U102,43.16485362,-77.61084562,,"Landsman Real Estate Services, Inc.",,,ROCHESTER CITY SD,261600,56,HFA MOU (shared with HFA),256,36055009200,-8639600.123499995,5337099.315300003
"72 Ward St, Rochester, 14605-1842",137,,00021,25,Monroe,,St. Simon's Terrace,U102,43.16483548,-77.61041321,,"Landsman Real Estate Services, Inc.",,,ROCHESTER CITY SD,261600,56,HFA MOU (shared with HFA),256,36055009200,-8639551.987800002,5337096.54680001
"75 Ward St, Rochester, 14605-1869",137,,00022,25,Monroe,,St. Simon's Terrace,U102,43.16400929,-77.61043551,,"Landsman Real Estate Services, Inc.",,,ROCHESTER CITY SD,261600,56,HFA MOU (shared with HFA),256,36055009200,-8639554.470199998,5336970.454300001
"85 Ward St, Rochester, 14605-1869",137,,00023,25,Monroe,,St. Simon's Terrace,U102,43.16419725,-77.61015137,,"Landsman Real Estate Services, Inc.",,,ROCHESTER CITY SD,261600,56,HFA MOU (shared with HFA),256,36055009200,-8639522.8399,5336999.140400007
"95 Marietta St, Rochester, 14605-1746",137,,00024,25,Monroe,,St. Simon's Terrace,U102,43.16391541,-77.60998085,,"Landsman Real Estate Services, Inc.",,,ROCHESTER CITY SD,261600,56,HFA MOU (shared with HFA),256,36055009200,-8639503.857699998,5336956.1265000105
"1101 Affinity Ln, Rochester, 14616-2029",134,,00001,25,Monroe,,English Village,U103,43.24209304,-77.67983151,jscarpulla@winnco.com ,"Winn Management Company, LLC",(585) 225-8150,,GREECE CSD,260501,56,Active,550,36055013604,-8647279.600799998,5348895.085900001
"1201 Affinity Ln, Rochester, 14616-2029",134,,00002,25,Monroe,,English Village,U103,43.24222379,-77.67755918,jscarpulla@winnco.com ,"Winn Management Company, LLC",(585) 225-8150,,GREECE CSD,260501,56,Active,550,36055013604,-8647026.646100001,5348915.066300005
"1501 Affinity Ln, Rochester, 14616-1951",134,,00003,25,Monroe,,English Village,U103,43.24312072,-77.67982762,jscarpulla@winnco.com ,"Winn Management Company, LLC",(585) 225-8150,,GREECE CSD,260501,56,Active,550,36055013604,-8647279.167699996,5349052.130800001
"1601 Affinity Ln, Rochester, 14616-1951",134,,00004,25,Monroe,,English Village,U103,43.24283949,-77.6775142,jscarpulla@winnco.com ,"Winn Management Company, LLC",(585) 225-8150,,GREECE CSD,260501,56,Active,550,36055013604,-8647021.638899997,5349009.154400006
"1301 Affinity Ln, Rochester, 14616-1917",134,,00005,25,Monroe,,English Village,U103,43.243275,-77.67843283,jscarpulla@winnco.com ,"Winn Management Company, LLC",(585) 225-8150,,GREECE CSD,260501,56,Active,550,36055013604,-8647123.900400002,5349075.707300007
"1401 Affinity Ln, Rochester, 14616-1917",134,,00006,25,Monroe,,English Village,U103,43.2427152,-77.67640479,jscarpulla@winnco.com ,"Winn Management Company, LLC",(585) 225-8150,,GREECE CSD,260501,56,Active,550,36055013604,-8646898.139899997,5348990.160900012
"601 Affinity Ln, Rochester, 14616-2013",134,,00007,25,Monroe,,English Village,U103,43.2386932,-77.67789409,jscarpulla@winnco.com ,"Winn Management Company, LLC",(585) 225-8150,,GREECE CSD,260501,56,Active,550,36055013604,-8647063.928000001,5348375.558200009
"701 Affinity Ln, Rochester, 14616-2013",134,,00008,25,Monroe,,English Village,U103,43.24149411,-77.68105128,jscarpulla@winnco.com ,"Winn Management Company, LLC",(585) 225-8150,,GREECE CSD,260501,56,Active,550,36055013604,-8647415.384999996,5348803.561600007
"401 Affinity Ln, Rochester, 14616-2449",134,,00009,25,Monroe,,English Village,U103,43.23947826,-77.67891909,jscarpulla@winnco.com ,"Winn Management Company, LLC",(585) 225-8150,,GREECE CSD,260501,56,Active,550,36055013604,-8647178.0306,5348495.520200007
"501 Affinity Ln, Rochester, 14616-2449",134,,00010,25,Monroe,,English Village,U103,43.24102957,-77.68038558,jscarpulla@winnco.com ,"Winn Management Company, LLC",(585) 225-8150,,GREECE CSD,260501,56,Active,550,36055013604,-8647341.279600002,5348732.574500009
"201 Affinity Ln, Rochester, 14616-2420",134,,00011,25,Monroe,,English Village,U103,43.24003914,-77.67880027,jscarpulla@winnco.com ,"Winn Management Company, LLC",(585) 225-8150,,GREECE CSD,260501,56,Active,550,36055013604,-8647164.803600002,5348581.2271
"301 Affinity Ln, Rochester, 14616-2420",134,,00012,25,Monroe,,English Village,U103,43.24066578,-77.68032421,jscarpulla@winnco.com ,"Winn Management Company, LLC",(585) 225-8150,,GREECE CSD,260501,56,Active,550,36055013604,-8647334.4479,5348676.983500004
"801 Affinity Ln, Rochester, 14616-2023",134,,00013,25,Monroe,,English Village,U103,43.23995914,-77.67757214,jscarpulla@winnco.com ,"Winn Management Company, LLC",(585) 225-8150,,GREECE CSD,260501,56,Active,550,36055013604,-8647028.088699998,5348569.002400011
"901 Affinity Ln, Rochester, 14616-2023",134,,00014,25,Monroe,,English Village,U103,43.24269137,-77.68071664,jscarpulla@winnco.com ,"Winn Management Company, LLC",(585) 225-8150,,GREECE CSD,260501,56,Active,550,36055013604,-8647378.132999998,5348986.519300006
"122 w Seneca Tpke, Syracuse, 13205",129,,00001,22,Onondaga,,Valley Vista Associates,U109,43.00135205,-76.14475413,,"Sutton Real Estate Company, LLC",,,SYRACUSE CITY SD,421800,48,HFA MOU (shared with HFA),124,36067006101,-8476395.511399997,5312178.955400005
"47 Riverdale Ave, Yonkers, 10701-3606",89,,0000A,16,Westchester,,Vark Street Houses Inc,U116,40.93200356,-73.90080757,nwallace@related.com ,"Related Management Co., L.P.",(914) 798-9410,,YONKERS CITY SD,662300,35,Active,343,36119000103,-8226587.6097,5002257.053100005
"34 Prospect St, Yonkers, 10701-7500",89,,0000B,16,Westchester,,Vark Street Houses Inc,U116,40.93215461,-73.90155539,nwallace@related.com ,"Related Management Co., L.P.",(914) 798-9410,,YONKERS CITY SD,662300,35,Active,343,36119000103,-8226649.3972,5002311.093600012
"50 Hawthorne Ave, Yonkers, 10701-7505",89,,0000C,16,Westchester,,Vark Street Houses Inc,U116,40.93151388,-73.90212597,nwallace@related.com ,"Related Management Co., L.P.",(914) 798-9410,,YONKERS CITY SD,662300,35,Active,343,36119000103,-8226715.485999998,5002228.310599998
"8 W 118 St, Manhattan, 10026-1905",70,1051436,00008,13,New York,,Cannan House Inc,U118,40.801963,-73.94576524,,"Hope Community, Inc.",,1016010027,NYC GEOG DIST # 3 - MANHATTAN,310300,30,HFA MOU (shared with HFA),146,36061019000,-8231605.092499996,4983176.205800004
"400 Sandra Lane, Syracuse, 13202-2907",127,,0000A,22,Onondaga,,Centerville Court Houses,U126,43.12901,-76.13909732,darlenesc@homeleasing.net ,"Home Leasing, LLC",(315) 458-7867,,NORTH SYRACUSE CSD,420303,50,Active,152,36067010800,-8475765.799,5331630.462200008
"400 Sandra Lane, Syracuse, 13202-2907",127,,0000B,22,Onondaga,,Centerville Court Houses,U126,43.12885466,-76.1396022,darlenesc@homeleasing.net ,"Home Leasing, LLC",(315) 458-7867,,NORTH SYRACUSE CSD,420303,50,Active,152,36067010800,-8475822.002,5331606.768000007
"400 Sandra Lane, Syracuse, 13202-2907",127,,0000C,22,Onondaga,,Centerville Court Houses,U126,43.12922092,-76.14003909,darlenesc@homeleasing.net ,"Home Leasing, LLC",(315) 458-7867,,NORTH SYRACUSE CSD,420303,50,Active,152,36067010800,-8475870.636399996,5331662.634000011
"400 Sandra Lane, Syracuse, 13202-2907",127,,0000D,22,Onondaga,,Centerville Court Houses,U126,43.12891484,-76.14071766,darlenesc@homeleasing.net ,"Home Leasing, LLC",(315) 458-7867,,NORTH SYRACUSE CSD,420303,50,Active,152,36067010800,-8475946.1745,5331615.947300002
"400 Sandra Lane, Syracuse, 13202-2907",127,,0000E,22,Onondaga,,Centerville Court Houses,U126,43.12889059,-76.14128983,darlenesc@homeleasing.net ,"Home Leasing, LLC",(315) 458-7867,,NORTH SYRACUSE CSD,420303,50,Active,152,36067010800,-8476009.8682,5331612.248400003
"400 Sandra Lane, Syracuse, 13202-2907",127,,0000F,22,Onondaga,,Centerville Court Houses,U126,43.12932444,-76.14133889,darlenesc@homeleasing.net ,"Home Leasing, LLC",(315) 458-7867,,NORTH SYRACUSE CSD,420303,50,Active,152,36067010800,-8476015.3295,5331678.424100004
"400 Sandra Lane, Syracuse, 13202-2907",127,,0000G,22,Onondaga,,Centerville Court Houses,U126,43.12988888,-76.1413268,darlenesc@homeleasing.net ,"Home Leasing, LLC",(315) 458-7867,,NORTH SYRACUSE CSD,420303,50,Active,152,36067010800,-8476013.983699996,5331764.51950001
"400 Sandra Lane, Syracuse, 13202-2907",127,,0000H,22,Onondaga,,Centerville Court Houses,U126,43.13025134,-76.14154296,darlenesc@homeleasing.net ,"Home Leasing, LLC",(315) 458-7867,,NORTH SYRACUSE CSD,420303,50,Active,152,36067010800,-8476038.0465,5331819.8068
"400 Sandra Lane, Syracuse, 13202-2907",127,,0000I,22,Onondaga,,Centerville Court Houses,U126,43.13049075,-76.14110972,darlenesc@homeleasing.net ,"Home Leasing, LLC",(315) 458-7867,,NORTH SYRACUSE CSD,420303,50,Active,152,36067010800,-8475989.8185,5331856.325000003
"400 Sandra Lane, Syracuse, 13202-2907",127,,0000J,22,Onondaga,,Centerville Court Houses,U126,43.13043077,-76.14004441,darlenesc@homeleasing.net ,"Home Leasing, LLC",(315) 458-7867,,NORTH SYRACUSE CSD,420303,50,Active,152,36067010800,-8475871.2286,5331847.175999999
"400 Sandra Lane, Syracuse, 13202-2907",127,,0000K,22,Onondaga,,Centerville Court Houses,U126,43.13048116,-76.13938975,darlenesc@homeleasing.net ,"Home Leasing, LLC",(315) 458-7867,,NORTH SYRACUSE CSD,420303,50,Active,152,36067010800,-8475798.352200001,5331854.862200007
"400 Sandra Lane, Syracuse, 13202-2907",127,,0000L,22,Onondaga,,Centerville Court Houses,U126,43.1300445,-76.13937283,darlenesc@homeleasing.net ,"Home Leasing, LLC",(315) 458-7867,,NORTH SYRACUSE CSD,420303,50,Active,152,36067010800,-8475796.4687,5331788.256700002
"100 N Madison St, Rome, 13440-5753",119,,00175,22,Oneida,,Stanwix Houses Inc.,U175,43.21444145,-75.46308111,,"CRM Rental Management Inc, Buffalo Office",,,ROME CITY SD,411800,53,HFA MOU (shared with HFA),127,36065026300,-8400511.995099997,5344670.516000003
"325 Bristol St, Brooklyn, 11212-5446",55,3326534,00001,8,Kings,,Dubor Associates,U180,40.66349785,-73.91094182,,"C & C Apartment Management, LLC",,3035740001,NYC GEOG DIST #23 - BROOKLYN,332300,25,HFA MOU (shared with HFA),625,36047092400,-8227728.565000001,4962834.871400006
"330 Bristol St, Brooklyn, 11212-5458",55,3326495,00002,8,Kings,,Dubor Associates,U180,40.66346667,-73.9112045,,"C & C Apartment Management, LLC",,3035730001,NYC GEOG DIST #23 - BROOKLYN,332300,25,HFA MOU (shared with HFA),625,36047092400,-8227757.806399997,4962830.295600012
"336 Bristol St, Brooklyn, 11212-5426",55,3326496,00003,8,Kings,,Dubor Associates,U180,40.66307122,-73.91139873,,"C & C Apartment Management, LLC",,3035730001,NYC GEOG DIST #23 - BROOKLYN,332300,25,HFA MOU (shared with HFA),625,36047092400,-8227779.428000001,4962772.2623
"350 Bristol St, Brooklyn, 11212-5426",55,3326497,00004,8,Kings,,Dubor Associates,U180,40.66296876,-73.91112303,,"C & C Apartment Management, LLC",,3035730001,NYC GEOG DIST #23 - BROOKLYN,332300,25,HFA MOU (shared with HFA),625,36047092400,-8227748.7371999975,4962757.226100005
"351 Bristol St, Brooklyn, 11212-5426",55,3326535,00005,8,Kings,,Dubor Associates,U180,40.66296123,-73.9104744,,"C & C Apartment Management, LLC",,3035740001,NYC GEOG DIST #23 - BROOKLYN,332300,25,HFA MOU (shared with HFA),625,36047092400,-8227676.532,4962756.121000007
"355 Bristol St, Brooklyn, 11212-5426",55,3326536,00006,8,Kings,,Dubor Associates,U180,40.66280964,-73.91041213,,"C & C Apartment Management, LLC",,3035740001,NYC GEOG DIST #23 - BROOKLYN,332300,25,HFA MOU (shared with HFA),625,36047092400,-8227669.600099998,4962733.874900006
"356 Bristol St, Brooklyn, 11212-5426",55,3326498,00007,8,Kings,,Dubor Associates,U180,40.66266515,-73.91130058,,"C & C Apartment Management, LLC",,3035730001,NYC GEOG DIST #23 - BROOKLYN,332300,25,HFA MOU (shared with HFA),625,36047092400,-8227768.502,4962712.6708
"359 Bristol St, Brooklyn, 11212-5426",55,3345318,00008,8,Kings,,Dubor Associates,U180,40.66279624,-73.91076798,,"C & C Apartment Management, LLC",,3035740001,NYC GEOG DIST #23 - BROOKLYN,332300,25,HFA MOU (shared with HFA),625,36047092400,-8227709.213200001,4962731.908500001
